COD INEP;Escola;COD Municipio;Cidade;COD UF;UF;Alunos na região urbana;Alunos na região rural;Total de alunos que não reside em localização diferenciada;Total de alunos residente em área remanescente de quilombo;Total de alunos residente em área indígena;Total de alunos residente em área de assentamento;Total de alunos que não utilizam transporte escolar público;Total de alunos que utilizam transporte escolar público;Total de alunos que não utilizam Tração Animal;Total de alunos que utilizam Tração Animal;Média do IDEB - anos finais;Média do IDEB - Anos iniciais
35010649;HENRIQUE SAMMARTINO ALFERES;3525003;Jandira;35;SP;461,0;1,0;1,0;;;;460,0;2,0;2,0;;5,1;
35217360;ESCOLA MUNICIPAL DE EDUCACAO BASICA RENATO JORGE SALUM;3525003;Jandira;35;SP;272,0;1,0;1,0;;;;272,0;1,0;1,0;;;6,9
35143947;SAGRADA FAMILIA ESCOLA;3525003;Jandira;35;SP;460,0;3,0;3,0;;;;463,0;;;;;
35192193;ANCORA COLEGIO DE EDUCACAO BASICA;3525003;Jandira;35;SP;69,0;;;;;;69,0;;;;;
35064865;VIVICO PEREIRA EMEB;3525003;Jandira;35;SP;388,0;;;;;;386,0;2,0;2,0;;;5,9
35437578;HENRIQUE SAMMARTINHO ALFERES EMEB;3525003;Jandira;35;SP;259,0;3,0;2,0;;;;262,0;;;;;
35437591;DOLORES GARCIA PASCHOALIN EMEB;3525003;Jandira;35;SP;159,0;2,0;17,0;;;;161,0;;;;;
35044817;LUIS DA CAMARA CASCUDO;3525003;Jandira;35;SP;210,0;3,0;3,0;;;;213,0;;;;4,6;
35005116;CENTRO EDUCACIONAL SESI 440;3525003;Jandira;35;SP;574,0;3,0;3,0;;;;576,0;1,0;1,0;;;
35217359;ANTONIO GONCALVES PROF EMEB;3525003;Jandira;35;SP;198,0;;;;;;198,0;;;;;6,2
35179644;HERMINIO SILVA INSTITUTO EDUCACIONAL;3525003;Jandira;35;SP;55,0;2,0;2,0;;;;57,0;;;;;
35126895;ELYTE INSTITUTO EDUCACIONAL;3525003;Jandira;35;SP;390,0;7,0;7,0;;;;397,0;;;;;
35109356;ALVES COLEGIO;3525003;Jandira;35;SP;251,0;3,0;3,0;;;;254,0;;;;;
35217372;SATIRO ALVES DE SOUZA EMEB;3525003;Jandira;35;SP;235,0;6,0;4,0;;;;241,0;;;;;
35569380;DA VILA ESCOLA UNIDADE GRANJA VIANA;3525003;Jandira;35;SP;181,0;2,0;2,0;;;;183,0;;;;;
35923333;JOSEPHA PINTO CHIAVELLI PROFESSORA;3525003;Jandira;35;SP;509,0;21,0;20,0;;;;530,0;;;;5,0;
35443505;JOAO BATISTA SOLDE EMEB;3525003;Jandira;35;SP;213,0;;;;;;200,0;13,0;13,0;;;6,6
35437608;EMEB DEMILSON SOARES MOLICA;3525003;Jandira;35;SP;427,0;6,0;6,0;;;;356,0;77,0;77,0;;;6,2
35041373;JOAO BATISTA SOLDE;3525003;Jandira;35;SP;419,0;10,0;10,0;;;;429,0;;;;4,5;
35010364;DORVALINO ABILIO TEIXEIRA;3525003;Jandira;35;SP;461,0;5,0;5,0;;;;465,0;1,0;1,0;;4,8;
35918787;WILMAR SOARES DA SILVA;3525003;Jandira;35;SP;149,0;;;;;;149,0;;;;6,2;
35214759;ANTONIO DE OLIVEIRA EMEB;3525003;Jandira;35;SP;234,0;1,0;1,0;;;;235,0;;;;;
35281116;MARCELO FARIA PEREIRA EMEB;3525003;Jandira;35;SP;305,0;1,0;5,0;;;;306,0;;;;;6,0
35281136;PEDRINA BENEDITA DIAS EMEB;3525003;Jandira;35;SP;209,0;2,0;5,0;;;;179,0;32,0;32,0;;;
35179747;RECANTO FELIZ ESCOLA;3525003;Jandira;35;SP;100,0;;;;;;100,0;;;;;
35005391;COLEGIO INSPIRA ENSINO FUNDAMENTAL E MEDIO;3538600;Piracaia;35;SP;191,0;24,0;24,0;;;;215,0;;;;;
35909373;ELZA PECANHA DE GODOY;3538600;Piracaia;35;SP;271,0;116,0;116,0;;;;272,0;115,0;115,0;;6,0;
35656495;MARIA HELENA FERREIRA GODOY EMEFEI R;3538600;Piracaia;35;SP;;15,0;;;;;15,0;;;;;
35481683;AMARO PEREIRA LEITE PREFEITO MARICO EMEF;3538600;Piracaia;35;SP;6,0;64,0;40,0;;;;31,0;39,0;39,0;;;6,0
35281621;SANTO ANTONIO DA CACHOEIRA EMEF;3538600;Piracaia;35;SP;127,0;8,0;8,0;;;;105,0;30,0;30,0;;;6,8
35042602;AUGUSTA DO AMARAL PECANHA PROFESSORA;3538600;Piracaia;35;SP;272,0;56,0;56,0;;;;278,0;50,0;50,0;;5,5;
35017905;JOSE SIQUEIRA BUENO;3538600;Piracaia;35;SP;;297,0;296,0;;;;22,0;275,0;275,0;;;
35100006;ORLANDO JULIO GUIMARAES EMEF;3538600;Piracaia;35;SP;187,0;7,0;6,0;;;;140,0;54,0;54,0;;5,0;6,6
35241155;SYLVIA AMALIA GUIMARAES MENDES PROFA EMEFEI;3538600;Piracaia;35;SP;80,0;42,0;42,0;;;;66,0;56,0;56,0;;;6,3
35017851;JOAO DE MORAES GOES;3538600;Piracaia;35;SP;157,0;43,0;43,0;;;;98,0;102,0;102,0;;5,1;
35219320;EURIDES BADARI EMEB R;3538600;Piracaia;35;SP;3,0;108,0;106,0;;;;19,0;92,0;92,0;;;4,6
35206751;MARIE BATA EMEFEI;3538600;Piracaia;35;SP;9,0;162,0;126,0;;;;62,0;109,0;109,0;;;6,1
35190111;TAGUARAJA SOUZA ESCOLA EDUC ESPECIAL;3538600;Piracaia;35;SP;50,0;10,0;10,0;;;;30,0;30,0;30,0;;;
35241143;THOMAZ GONCALVES DA ROCHA CUNHA CORONEL EMEF;3538600;Piracaia;35;SP;336,0;46,0;46,0;;;;350,0;32,0;32,0;;;6,9
35099053;ALZIRO BRANDAO EMEFEI;3538600;Piracaia;35;SP;125,0;4,0;4,0;;;;103,0;26,0;26,0;;;
35279067;MARIA ELOYSA PECANHA MORAES PROFA EMEF;3538600;Piracaia;35;SP;298,0;118,0;98,0;;;;301,0;115,0;115,0;;;6,8
35219319;ESTACAO DE CANEDOS EMEFEI R;3538600;Piracaia;35;SP;3,0;130,0;129,0;;;;8,0;125,0;125,0;;;6,2
41020928;09 DE DEZEMBRO E M EF;4123402;Santa Fé;41;PR;176,0;15,0;188,0;;;;178,0;13,0;13,0;;;6,3
41020910;CECILIA MEIRELES E E EF;4123402;Santa Fé;41;PR;477,0;64,0;526,0;;;;481,0;60,0;60,0;;5,1;
41020936;NOVO AMANHECER E EI EF MOD ED ESP;4123402;Santa Fé;41;PR;6,0;2,0;8,0;;;;;8,0;8,0;;;
41145399;JARDIM PRIMAVERA E M EF;4123402;Santa Fé;41;PR;286,0;40,0;321,0;;;;289,0;37,0;37,0;;;5,9
41443829;COLEGIO OXIGENIOS - EDUCACAO INFANTIL ENSINO FUNDAMENTAL E ENSINO MEDIO;4123402;Santa Fé;41;PR;121,0;1,0;2,0;;;;122,0;;;;;
41040929;RIO BRANCO C E BR DO EF M PROFIS;4101903;Assaí;41;PR;325,0;42,0;359,0;;;;321,0;46,0;46,0;;5,7;
41357663;FRANCISCO VECCHI E IR EI EF;4101903;Assaí;41;PR;116,0;5,0;110,0;;;;121,0;;;;;
41040899;WALERIAN WROSZ E E C PROF EF;4101903;Assaí;41;PR;1,0;38,0;38,0;;;;4,0;35,0;35,0;;;
41157060;LIBANIO E EI EF;4101903;Assaí;41;PR;21,0;3,0;23,0;;;;24,0;;;;;
41040872;MARIA JOSE S SANTOS E M PROFA EF;4101903;Assaí;41;PR;175,0;17,0;186,0;;;;121,0;71,0;71,0;;;5,6
41040821;IZABEL E M PRINC EI EF;4101903;Assaí;41;PR;266,0;45,0;306,0;;;;264,0;47,0;47,0;;;6,5
41040759;CARRAO C E CONS EF M PROFIS;4101903;Assaí;41;PR;193,0;32,0;220,0;;;;190,0;35,0;35,0;;5,0;
41040813;FRANCA WOLKERS E R M PE EI EF;4101903;Assaí;41;PR;3,0;58,0;61,0;;;;32,0;29,0;29,0;;;5,4
41040937;ROTARY CLUB E M EI EF;4101903;Assaí;41;PR;109,0;1,0;107,0;;;;100,0;10,0;10,0;;;5,9
41040783;ZILDA ARNS E DRA EI EF MOD ED ESP;4101903;Assaí;41;PR;46,0;13,0;58,0;;;;;59,0;59,0;;;
41040732;MARIA M TSUBOI E M PROFA EF;4101903;Assaí;41;PR;229,0;26,0;250,0;;;;210,0;45,0;45,0;;;6,0
35026918;SILVIO MIOTTO;3515202;Estrela d'Oeste;35;SP;265,0;61,0;59,0;;;;224,0;102,0;102,0;;5,4;
35276996;FRANCISCO ALVES DE OLIVEIRA EMEF;3515202;Estrela d'Oeste;35;SP;426,0;75,0;73,0;;;;376,0;125,0;125,0;;;6,9
35159062;PINGO DE GENTE CENTRO EDUCACIONAL;3515202;Estrela d'Oeste;35;SP;59,0;4,0;4,0;;;;63,0;;;;;
35190020;APAE DE ESTRELA D OESTE;3515202;Estrela d'Oeste;35;SP;31,0;2,0;2,0;;;;24,0;9,0;9,0;;;
35020059;FRANCISCO GRAZIANO;3503307;Araras;35;SP;261,0;4,0;4,0;;;;258,0;7,0;7,0;;6,4;
35192200;COLEGIO COGNUS COC ARARAS;3503307;Araras;35;SP;252,0;2,0;2,0;;;;254,0;;;;;
35905409;OSCAR ALVES JANEIRO PROFESSOR;3503307;Araras;35;SP;548,0;13,0;13,0;;;;537,0;24,0;24,0;;5,8;7,2
35113335;NOSSA SENHORA AUXILIADORA INSTITUTO;3503307;Araras;35;SP;510,0;11,0;11,0;;;;521,0;;;;;
35325880;PIAGETIANO COLEGIO;3503307;Araras;35;SP;120,0;6,0;6,0;;;;126,0;;;;;
35020072;JUSTINIANO WHITAKER DE OLIVEIRA CORONEL;3503307;Araras;35;SP;368,0;54,0;54,0;;;;355,0;67,0;67,0;;;7,1
35808295;ARARAS JUNIOR LICEU;3503307;Araras;35;SP;405,0;8,0;8,0;;;;413,0;;;;;
35060306;THEREZA COLETTE OMETTO EMEF;3503307;Araras;35;SP;435,0;58,0;58,0;;;;354,0;139,0;139,0;;5,5;6,3
35901052;VICENTE CASALE PADOVANI PROFESSOR;3503307;Araras;35;SP;210,0;2,0;2,0;;;;161,0;51,0;51,0;;;6,2
35086319;LIONS CLUBE EMEF;3503307;Araras;35;SP;195,0;3,0;3,0;;;;189,0;9,0;9,0;;;7,5
35297811;COI COLEGIO;3503307;Araras;35;SP;144,0;2,0;2,0;;;;146,0;;;;;
35246141;ADALGISA PERIM BALESTRO FRANZINI PROFA EMEF;3503307;Araras;35;SP;398,0;29,0;29,0;;;;376,0;51,0;51,0;;4,9;
35587576;ESCOLA MUNICIPAL DE ENSINO FUNDAMETAL ADRIANO ADEMIR LOMBI;3503307;Araras;35;SP;343,0;6,0;6,0;;;;342,0;7,0;7,0;;;7,6
35020047;YOLANDA SALLES CABIANCA PROFESSORA;3503307;Araras;35;SP;291,0;8,0;9,0;;;;233,0;66,0;66,0;;4,5;
35901064;JUDITH FERRAO LEGASPE PROFESSORA;3503307;Araras;35;SP;440,0;8,0;8,0;;;;444,0;4,0;4,0;;5,7;
35447336;ETTORE ZUNTINI CENTRO ATENDIMENTO EDUCACIONAL ESPECIALIZADO;3503307;Araras;35;SP;22,0;1,0;1,0;;;;4,0;19,0;19,0;;;
35020023;JOSE OMETTO;3503307;Araras;35;SP;151,0;188,0;166,0;19,0;;;163,0;176,0;176,0;;5,2;7,8
35918866;JOANITA KAMMER MARTINS PEREIRA PROFESSORA;3503307;Araras;35;SP;387,0;13,0;15,0;;;;397,0;3,0;3,0;;;6,6
35299112;IVAN INACIO DE OLIVEIRA ZURITA EMEIEF;3503307;Araras;35;SP;15,0;130,0;128,0;1,0;;;13,0;132,0;132,0;;5,9;7,0
35020084;LIONS CLUBE;3503307;Araras;35;SP;564,0;12,0;12,0;;;;563,0;13,0;13,0;;;7,2
35291473;JOAO POLETTI PROFESSOR EMEF;3503307;Araras;35;SP;330,0;6,0;6,0;;;;330,0;6,0;6,0;;;7,2
35274318;CLOTILDE RUSSO PROFESSORA EMEF;3503307;Araras;35;SP;271,0;48,0;42,0;;;;291,0;28,0;28,0;;;7,4
35217475;FRANCISCO SALLES NOGUEIRA PROF EMEF;3503307;Araras;35;SP;228,0;71,0;51,0;;;;183,0;116,0;116,0;;;6,7
35085029;ANTONIA MARQUES DAHMEN EMEF;3503307;Araras;35;SP;515,0;22,0;23,0;;;;495,0;42,0;42,0;;5,0;6,9
35020035;VICENTE FERREIRA DOS SANTOS PROFESSOR;3503307;Araras;35;SP;234,0;10,0;10,0;;;;233,0;11,0;11,0;;6,5;
35185536;MONTEIRO LOBATO COLEGIO;3503307;Araras;35;SP;87,0;6,0;6,0;;;;93,0;;;;;
35659472;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PROFESSORA ANA MARIA PINTON FIGUEIREDO;3503307;Araras;35;SP;4,0;42,0;8,0;;;;2,0;44,0;44,0;;;
35281256;LEONALDO ZORNOFF PROF EMEF;3503307;Araras;35;SP;669,0;17,0;14,0;;;;675,0;11,0;11,0;;;7,4
35060343;MARIA ZELIA PADOVANI M PEREIRA PROFA EMEIEF;3503307;Araras;35;SP;496,0;30,0;30,0;;;;454,0;72,0;72,0;;;5,9
35113293;SESI 303 CENTRO EDUCACIONAL;3503307;Araras;35;SP;540,0;12,0;12,0;;;;552,0;;;;;
35901076;CARLOTA FERNANDES DE SOUZA RODINI;3503307;Araras;35;SP;367,0;10,0;10,0;;;;342,0;35,0;35,0;;5,3;
35217487;JULIO RIDOLFO PROF EMEF;3503307;Araras;35;SP;375,0;6,0;6,0;;;;235,0;146,0;146,0;;6,5;7,3
35047260;MAXIMILIANO BARUTO DOUTOR;3503307;Araras;35;SP;325,0;33,0;33,0;;;;334,0;24,0;24,0;;5,2;
35365099;INTEGRADO DE ARARAS COLEGIO;3503307;Araras;35;SP;269,0;9,0;9,0;;;;278,0;;;;;
35145427;APAE DE ARARAS;3503307;Araras;35;SP;115,0;3,0;3,0;;;;118,0;;;;;
35281232;JOEL JOB FACHINI PROF EMEF;3503307;Araras;35;SP;548,0;10,0;10,0;;;;541,0;17,0;17,0;;6,1;7,7
35020060;IGNACIO ZURITA JUNIOR;3503307;Araras;35;SP;406,0;59,0;59,0;;;;312,0;153,0;153,0;;6,0;
35903985;MARIA ROSA NUCCI PACIFICO HOMEM PROFESSORA;3503307;Araras;35;SP;541,0;15,0;16,0;;;;473,0;83,0;83,0;;5,8;
35281244;HERCILIO BERTOLINI PADRE EMEF;3503307;Araras;35;SP;383,0;19,0;16,0;;;;298,0;104,0;104,0;;;6,9
35297598;JOSE CANZI JUNIOR CEREN;3503307;Araras;35;SP;38,0;2,0;2,0;;;;40,0;;;;;
35019902;CESAR LACERDA DE VERGUEIRO SENADOR;3503307;Araras;35;SP;404,0;12,0;10,0;2,0;;;408,0;8,0;8,0;;;7,9
35113311;QUERCIA MONSENHOR COLEGIO;3503307;Araras;35;SP;378,0;8,0;8,0;;;;386,0;;;;;
35130618;SAO FRANCISCO INSTITUTO EDUCACIONAL;3527108;Lins;35;SP;397,0;2,0;3,0;;;;398,0;1,0;1,0;;;
35115940;ETL DE LINS;3527108;Lins;35;SP;216,0;2,0;2,0;;;;218,0;;;;;
35385591;JOAO SANTOS MEIRA EMEIEF;3527108;Lins;35;SP;4,0;21,0;21,0;;;;5,0;20,0;20,0;;;
35026153;JOSE ARIANO RODRIGUES;3527108;Lins;35;SP;505,0;28,0;28,0;;;;425,0;108,0;108,0;;;7,4
35247704;GESSY MARTINS BEOZZO PROFA EMEF;3527108;Lins;35;SP;438,0;7,0;7,0;;;;417,0;28,0;28,0;;;7,0
35026165;GENOVEVA JUNQUEIRA DONA;3527108;Lins;35;SP;490,0;45,0;45,0;;;;323,0;212,0;212,0;;4,0;
35560649;CENTRO ATEND SOCIO-EDUC ADOLESCENTE VITORIA REGIA LINS - CI;3527108;Lins;35;SP;32,0;5,0;5,0;;;;37,0;;;;;
35026189;21 DE ABRIL;3527108;Lins;35;SP;250,0;20,0;19,0;1,0;;;232,0;38,0;38,0;;5,4;
35026086;MINERVINA SANT ANNA CARNEIRO PROFA;3527108;Lins;35;SP;361,0;5,0;5,0;;;;332,0;34,0;34,0;;;7,1
35047557;OCTACILIO DE OLIVEIRA PADRE;3527108;Lins;35;SP;99,0;;3,0;;;;93,0;6,0;6,0;;;
35919135;EDUARDO REBOUCAS DE CARVALHO PADRE;3527108;Lins;35;SP;422,0;8,0;9,0;;;;414,0;16,0;16,0;;4,4;
35365051;CENTRO ATEND SOCIO-ED AO ADOLESCENTE RIO DOURADO LINS - CI;3527108;Lins;35;SP;46,0;9,0;8,0;;;;55,0;;;;;
35026451;MIECIO CAVALHEIRO BONILHA PROF;3527108;Lins;35;SP;398,0;8,0;7,0;;;;243,0;163,0;163,0;;;6,1
35909312;WALTER CARDOSO GALATI PROF;3527108;Lins;35;SP;176,0;;1,0;;;;176,0;;;;;6,8
35300172;WALTER BINI DOM ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL;3527108;Lins;35;SP;180,0;23,0;23,0;;;;103,0;100,0;100,0;;;7,3
35154556;ESCOLA ADVENTISTA DE LINS;3527108;Lins;35;SP;344,0;5,0;5,0;;;;349,0;;;;;
35115927;AMERICANO DE LINS INSTITUTO;3527108;Lins;35;SP;576,0;16,0;16,0;;;;592,0;;;;;
35026128;OCTACILIO SANT ANNA PROF;3527108;Lins;35;SP;338,0;31,0;31,0;;;;254,0;115,0;115,0;;4,3;
35222707;JOAO ALVES DA COSTA EMEF;3527108;Lins;35;SP;236,0;4,0;3,0;;;;240,0;;;;;6,8
35026448;DORIVAL CALAZANS LUZ PROF;3527108;Lins;35;SP;396,0;11,0;11,0;;;;160,0;247,0;247,0;;4,2;
35906979;JOAO PEDRO DE CARVALHO NETO;3527108;Lins;35;SP;246,0;10,0;9,0;;;;195,0;61,0;61,0;;;5,8
35903589;DECIA LOURDES MACHADO DOS SANTOS PROFA;3527108;Lins;35;SP;220,0;2,0;2,0;;;;211,0;11,0;11,0;;5,3;
35442100;ESCOLA INFANTIL SONHO MEU E COLEGIO SOMAR;3527108;Lins;35;SP;57,0;;;;;;57,0;;;;;
35146924;APAE DE LINS;3527108;Lins;35;SP;61,0;10,0;10,0;;;;8,0;63,0;63,0;;;
35026116;FERNANDO COSTA;3527108;Lins;35;SP;229,0;23,0;23,0;;;;213,0;39,0;39,0;;;
35115915;NOSSA SENHORA AUXILIADORA CENTRO EDUCACIONAL;3527108;Lins;35;SP;301,0;7,0;7,0;;;;308,0;;;;;
35026177;HENRIQUE MOURAO DOM;3527108;Lins;35;SP;109,0;2,0;2,0;;;;110,0;1,0;1,0;;5,6;
35026074;JORGE AMERICANO PROF;3527108;Lins;35;SP;933,0;41,0;41,0;;;;883,0;91,0;91,0;;;7,0
41045610;RUTH M CORREA E E EF;4121901;Ribeirão do Pinhal;41;PR;314,0;38,0;341,0;;;;321,0;31,0;31,0;;5,0;
41045548;HERMINIA LUPION C E EF M N;4121901;Ribeirão do Pinhal;41;PR;201,0;41,0;238,0;;;;220,0;22,0;22,0;;4,7;
41045599;MARCELINO NOGUEIRA E M DR EF;4121901;Ribeirão do Pinhal;41;PR;185,0;71,0;251,0;;;;184,0;72,0;72,0;;;6,7
41153006;LUIZ GONZAGA DE S VIEIRA E T INT P EF;4121901;Ribeirão do Pinhal;41;PR;88,0;4,0;91,0;;;;92,0;;;;;
41045637;TANCREDO NEVES E M EF;4121901;Ribeirão do Pinhal;41;PR;153,0;16,0;168,0;;;;144,0;25,0;25,0;;;6,2
41368894;UNIVERSITAS C EI EF M;4121901;Ribeirão do Pinhal;41;PR;100,0;4,0;96,0;;;;104,0;;;;;
41045645;TRIOLANDIA E M DO C EF;4121901;Ribeirão do Pinhal;41;PR;7,0;64,0;71,0;;;;62,0;9,0;9,0;;;5,4
41045661;CARLITO THOME DA SILVA E M DR EF;4121901;Ribeirão do Pinhal;41;PR;133,0;21,0;153,0;;;;141,0;13,0;13,0;;;6,2
41531850;JORGINA B DE PAULA C E DO C EF M;4121901;Ribeirão do Pinhal;41;PR;2,0;50,0;50,0;;;;42,0;10,0;10,0;;;
41045602;NOVA CARVALHO E M EF;4121901;Ribeirão do Pinhal;41;PR;123,0;18,0;136,0;;;;131,0;10,0;10,0;;;7,5
41353471;DESPERTAR E EI EF MOD ED ESP;4121901;Ribeirão do Pinhal;41;PR;25,0;8,0;33,0;;;;10,0;23,0;23,0;;;
41043723;JOAO C DA SILVA E M EF;4106001;Congonhinhas;41;PR;187,0;64,0;251,0;;;;185,0;66,0;66,0;;;5,4
41043839;SAO FRANCISCO IMBAU E M DO C EF;4106001;Congonhinhas;41;PR;1,0;18,0;19,0;;;;6,0;13,0;13,0;;;
41043812;PATRIMONIO SANTA MARIA C E C EF M;4106001;Congonhinhas;41;PR;;48,0;47,0;;;;31,0;17,0;17,0;;4,5;
41359011;GLADYS C SANTOS E PROFA EI EF MOD ED E;4106001;Congonhinhas;41;PR;24,0;20,0;44,0;;;;4,0;40,0;40,0;;;
41043790;OSCAR LUNAS E M DO C EF;4106001;Congonhinhas;41;PR;;7,0;7,0;;;;6,0;1,0;1,0;;;
41043669;ANAZARETH NUNES FERRAZ E M EF;4106001;Congonhinhas;41;PR;122,0;55,0;174,0;;;;69,0;108,0;108,0;;;5,8
41372573;JOAO RIBEIRO E M DO C EF;4106001;Congonhinhas;41;PR;1,0;57,0;57,0;;;;34,0;24,0;24,0;;;4,7
41043820;PATRIMONIO DO VAZ E M DO C EF;4106001;Congonhinhas;41;PR;;30,0;30,0;;;;20,0;10,0;10,0;;;
41043642;AIDES N DA SILVA C E PROF EF M N;4106001;Congonhinhas;41;PR;135,0;190,0;308,0;1,0;;;128,0;197,0;197,0;;4,3;
41043758;JOSE D DA COSTA C E EF M;4106001;Congonhinhas;41;PR;108,0;2,0;110,0;;;;110,0;;;;5,5;
41074130;CARLOS GOMES C E C E F M;4110052;Iguatu;41;PR;88,0;31,0;118,0;;;;92,0;27,0;27,0;;6,1;
41074149;CECILIA MEIRELES E M C EF;4110052;Iguatu;41;PR;94,0;30,0;121,0;;;;38,0;86,0;86,0;;;6,1
41121937;LAURO M MONTENEGRO E M EI EF;4113205;Lapa;41;PR;66,0;4,0;69,0;;;;70,0;;;;;6,6
41158083;MARTIN HAMMERSCHMIDT E M DO C EI EF;4113205;Lapa;41;PR;83,0;62,0;144,0;;;;21,0;124,0;124,0;;;6,0
41121848;JOAO L JACOMEL E M C DEP EI EF;4113205;Lapa;41;PR;;44,0;42,0;;;;;44,0;44,0;;;6,4
41526848;SERAFIM F DO AMARAL E M EI EF;4113205;Lapa;41;PR;143,0;18,0;161,0;;;;144,0;17,0;17,0;;;7,0
41121970;MANOEL PEDRO E M DR EI EF;4113205;Lapa;41;PR;314,0;53,0;366,0;;;;323,0;44,0;44,0;;;6,7
41144538;INTEGRACAO A VIDA E EI EF MOD ED ESP;4113205;Lapa;41;PR;15,0;4,0;18,0;;;;;19,0;19,0;;;
41121805;GUSTAVO KUSS E M C EI EF;4113205;Lapa;41;PR;;87,0;87,0;;;;;87,0;87,0;;;5,5
41147847;CONTESTADO C E C EF M;4113205;Lapa;41;PR;2,0;34,0;36,0;;;;1,0;35,0;35,0;;;
41121449;ABIGAIL CORTES E M EF;4113205;Lapa;41;PR;110,0;10,0;117,0;;;;84,0;36,0;36,0;;;6,1
41121490;ANTONIO LACERDA BRAGA C E C EF M;4113205;Lapa;41;PR;40,0;206,0;237,0;;;;34,0;212,0;212,0;;4,6;
41121910;JUVENAL B DA SILVEIRA C E C EF M;4113205;Lapa;41;PR;5,0;86,0;89,0;;;;9,0;82,0;82,0;;5,3;
41121945;MANOEL A DA CUNHA E E EF;4113205;Lapa;41;PR;626,0;131,0;756,0;;;;614,0;143,0;143,0;;5,1;
41122402;SYBILLA W DE LACERDA E M PROFA EI EF;4113205;Lapa;41;PR;145,0;63,0;205,0;;;;89,0;119,0;119,0;;;7,0
41122194;PEDRO P LEONI E M DR EI EF;4113205;Lapa;41;PR;197,0;4,0;197,0;;;;185,0;16,0;16,0;;;6,2
41121554;BRASILINO F DE ALMEIDA E M C EI EF;4113205;Lapa;41;PR;;81,0;80,0;;;;4,0;77,0;77,0;;;6,9
41385403;CONTESTADO E M C EI EF;4113205;Lapa;41;PR;;40,0;39,0;;;;;40,0;40,0;;;
41121724;EMILIA M F DO AMARAL E M EF;4113205;Lapa;41;PR;92,0;7,0;97,0;;;;99,0;;;;;8,2
41380592;DINAMICO C EI EF M;4113205;Lapa;41;PR;190,0;6,0;192,0;;;;196,0;;;;;
41122321;SAO MIGUEL E M C EI EF;4113205;Lapa;41;PR;;78,0;77,0;;;;5,0;73,0;73,0;;;5,9
41122097;NOSSA SRA DO DESTERRO C E C EF M;4113205;Lapa;41;PR;;94,0;94,0;;;;;94,0;94,0;;4,1;
41144422;COOPERATIVA DA LAPA C ED INF E FUND MED;4113205;Lapa;41;PR;109,0;10,0;6,0;;;;119,0;;;;;
41121759;FEIJO E M C PE EI EF;4113205;Lapa;41;PR;;83,0;83,0;;;;3,0;80,0;80,0;;;7,1
41121457;ALOISIO LEONI E M C DR EI EF;4113205;Lapa;41;PR;;54,0;54,0;;;;2,0;52,0;52,0;;;7,0
41121600;CARNEIRO C E GAL EF NORMAL;4113205;Lapa;41;PR;530,0;156,0;685,0;;;;425,0;261,0;261,0;;5,2;
41122240;SANTA RITA EMC IRMA EI EF;4113205;Lapa;41;PR;;58,0;56,0;;;;1,0;57,0;57,0;;;7,2
41122100;NOSSA SENHORA DE LOURDES E M C EI EF;4113205;Lapa;41;PR;;103,0;103,0;;;;;103,0;103,0;;;5,6
41121716;ELOAH D AMICO RYCHWA E M PROFA EF;4113205;Lapa;41;PR;139,0;1,0;139,0;;;;140,0;;;;;5,7
41159462;MARTIM AFONSO DE SOUZA E M DO C EI EF;4113205;Lapa;41;PR;1,0;101,0;102,0;;;;5,0;97,0;97,0;;;5,7
41121902;JUSCELINO K DE OLIVEIRA C E C DR EF M;4113205;Lapa;41;PR;2,0;287,0;288,0;;;;;289,0;289,0;;5,5;
41121570;CANDIDO RONDON E M C MAL EI EF;4113205;Lapa;41;PR;;51,0;51,0;;;;1,0;50,0;50,0;;;
41144430;IRMA ANTONIA B BIANCHINI C E PROFA EF M;4113205;Lapa;41;PR;235,0;9,0;239,0;;;;244,0;;;;4,7;
41122178;PEDRO FAVARO CAVALIN E M EI EF;4113205;Lapa;41;PR;197,0;;196,0;;;;197,0;;;;;6,2
41121686;DAVID DA S CARNEIRO E M PROF EI EF;4113205;Lapa;41;PR;232,0;8,0;238,0;;;;240,0;;;;;6,6
41122429;TRAJANO EHLKE PIRES C E C EF M;4113205;Lapa;41;PR;11,0;49,0;55,0;;;;3,0;57,0;57,0;;4,7;
41121791;GETULIO VARGAS E M C EI EF;4113205;Lapa;41;PR;;25,0;24,0;;;;1,0;24,0;24,0;;;
41122542;MARIA L A HEIMBECHER E M EI EF;4120101;Porto Amazonas;41;PR;76,0;18,0;92,0;;;;83,0;11,0;11,0;;;5,0
41122470;ANTONIO TUPY PINHEIRO E M PROF EF;4120101;Porto Amazonas;41;PR;63,0;;61,0;;;;58,0;5,0;5,0;;;6,8
41122550;OLIVIO BELICH E E EF;4120101;Porto Amazonas;41;PR;74,0;5,0;77,0;;;;74,0;5,0;5,0;;4,2;
41122461;AMIGO TOTO E EI EF MOD ED ESP;4120101;Porto Amazonas;41;PR;6,0;1,0;7,0;;;;2,0;5,0;5,0;;;
41122453;AMAZONAS C E CEL EF M;4120101;Porto Amazonas;41;PR;157,0;36,0;180,0;;;;160,0;33,0;33,0;;;
