COD INEP;Escola;COD Municipio;Cidade;COD UF;UF;Total de escolas sem ensino fundamental - anos iniciais;Total de escolas com ensino fundamental - anos iniciais;Total de escolas sem Ensino Fundamental - Anos finais;Total de escolas com Ensino Fundamental - Anos finais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de escolas que não possuem esgoto sanitário da rede pública;Total de escolas que possuem esgoto sanitário da rede pública;Total de escolas que não possuem coleta de lixo periódica;Total de escolas que possuem coleta de lixo periódica;Total de escolas que não possuem laboratório de informática;Total de escolas que possuem laboratório de informática;Total de escolas que não possuem laboratório de ciências;Total de escolas que possuem laboratório de ciências;Total de escolas que não possuem sala para atendimento educacional especializado;Total de escolas que possuem sala para atendimento educacional especializado;Total de escolas que não possuem quadra de esportes;Total de escolas que possuem quadra de esportes;Total de escolas que não possuem biblioteca e/ou sala de leitura;Total de escolas que possuem biblioteca e/ou sala de leitura;Total de de salas de aulas utilizadas na escola;Total de escolas que não possuem equipamento de som;Total de escolas que possuem equipamento de som;Total de escolas que não possuem projetor multimídia;Total de escolas que possuem projetor multimídia;Total de escolas que não possuem acesso à internet;Total de escolas que possuem acesso à internet;Total de escolas que não oferecem AEE;Total de escolas que oferecem AEE não exclusivamente;Total de escolas que oferecem AEE exclusivamente;Total de escolas que não oferecem atividade complementar;Total de escolas que oferecem atividade complementar não exclusivamente;Total de escolas que oferecem atividade complementar exclusivamente;Total de escolas que não possuem ensino fundamental organizado em ciclos;Total de escolas que possuem ensino fundamental organizado em ciclos;Total de escolas fora de localização diferenciada;Total de escolas localizadas em assentamento;Total de escolas localizadas em terra indígena;Total de escolas localizadas em terras remanescentes de quilombos;Total de escolas sem ensino organizado em Alternância;Total de escolas com ensino organizado em Alternância;Total de salas de aulas climatizadas na escola;Total de escolas que não possuemdesktop em uso pelos alunos;Total de escolas que possuem desktop em uso pelos alunos;Total de escolas que não possuem notebook em uso pelos alunos;Total de escolas que possuem notebook em uso pelos alunos;Total de escolas que não possuem tablets em uso pelos alunos;Total de escolas que possuem tablets em uso pelos alunos;Total de escolas que não possuem acesso à internet para os alunos;Total de escolas que possuem acesso à internet para os alunos;Total de escolas que não possuem acesso à internet para uso administrativo;Total de escolas que possuem acesso à internet para uso administrativo;Total de escolas que não possuem acesso à internet para uso nos processos de ensino e aprendizagem;Total de escolas que possuem acesso à internet para uso nos processos de ensino e aprendizagem;Total de escolas que não possuem acervo multimídia;Total de escolas que possuem acervo multimídia;Total de escolas que não possuem instrumentos musicais para conjunto, banda / fanfarra / aulas de música;Total de escolas que possuem instrumentos musicais para conjunto, banda / fanfarra / aulas de música;Média do IDEB - anos finais;Média do IDEB - Anos iniciais
29073537;ESC MUL ISIDORO FAGUNDES RIBEIRO;2921401;Mirangaba;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;5;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;;3,3
29074169;ESC MUL VICENCA JOAQUINA DO NASCIMENTO;2921401;Mirangaba;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;2;1,0;;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
29074142;ESCOLA MUNICIPAL DE CANABRAVA;2921401;Mirangaba;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;;2,9
29074002;ESCOLA JOAQUIM VALOIS COUTINHO NETO;2921401;Mirangaba;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;7;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;1,0;;;1,0;1,0;;;;;;;
29408938;COLEGIO MUNICIPAL EDITE DIAS DE CARVALHO;2921401;Mirangaba;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;1,0;;;1,0;8;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;;1,0;1,0;;3,0;
29074070;ESC MUL JOSE MIRANDA DA SILVA;2921401;Mirangaba;29;BA;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;8;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;;;;1,0;1,0;;0;;1,0;;1,0;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;3,9;4,1
29074096;ESC MUL GALDINO SILVA;2921401;Mirangaba;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;2;1,0;;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
29073499;ESC MUL EVARISTO ALVES DOS SANTOS;2921401;Mirangaba;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;1,0;;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;2,8
29073642;ESC MUL ROSALVINA AMORIM FREITAS;2921401;Mirangaba;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;6;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
29073383;ESC MUL ANTONIO GERMANO DOS SANTOS;2921401;Mirangaba;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;;1,0;1,0;;;1,0;4;;1,0;;1,0;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;3,9
29073553;ESC MUL JOAO FELIX DAMASCENO;2921401;Mirangaba;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
29073332;CLEMENTINA ROSA DOS SANTOS;2921401;Mirangaba;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;5;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;;;;1,0;1,0;;0;1,0;;;1,0;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;4,0
29073987;GRUPO ESCOLAR ARTHUR MIRANDA DE CARVALHO;2921401;Mirangaba;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;4;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;;1,0;1,0;;1,0;;;1,0;1,0;;;;;;;5,7
29074185;ESCOLA EST DE 1º GRAU PROF ROMULO GALVAO;2921401;Mirangaba;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;8;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;;
29074088;ESC MUL JOAO CAETANO DOS SANTOS;2921401;Mirangaba;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;1,0;;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
24022322;UNID XXII FRANCISCO BONIFACIO DE QUEIROZ;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;1,0;;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24022470;UNID XXIX IZAURA FREITAS DA COSTA;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1;1,0;;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24022330;UNIDADE XXIII ESC MUL MANOEL JOAQUIM DE AQUINO;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;1,0;;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24072168;UNIDADE XXVII AMANCIO LINDOLFO DE ARAUJO;2400901;Antônio Martins;24;RN;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;1,0;;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24022551;UNIDADE IX SIMFRONIO BATISTA;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;1,0;;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24022241;UNIDADE XI BASILIO REINALDO;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;;1,0;1,0;;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;;
24022527;UNIDADE XIX JULIO AUGUSTO CHAVES;2400901;Antônio Martins;24;RN;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;1,0;;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24022497;UNIDADE XII GREGORIO SIMPLICIO DA SILVA;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;1,0;;1,0;;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
24022144;ESC EST GOV WALFREDO GURGEL;2400901;Antônio Martins;24;RN;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;10;;1,0;;1,0;;1,0;1,0;;;;1,0;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;3,5;4,4
24022276;UNIDADE XVI FRANCISCO LAZARO DA SILVA;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;1,0;;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24022306;UNIDADE XXV MANOEL JOAQUIM FILHO;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;2;1,0;;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24022420;UNID I LIBANIA DE CARVALHO TORRES;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;3;1,0;;1,0;;;1,0;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
24022268;ESCOLA MUNICIPAL DE 1 GRAU JOSE INACIO DE CARVALHO;2400901;Antônio Martins;24;RN;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;12;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;12;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;3,1;3,8
24022373;UNIDADE XVII JULIO FERREIRA DE BRITO;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;;1,0;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24022357;UNID XVIII MANOEL GABRIEL AMORIM;2400901;Antônio Martins;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;;;1,0;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;
24025976;ESCOLA MUNICIPAL SAO SEBASTIAO;2401859;Caiçara do Norte;24;RN;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;1,0;;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
24026026;ESCOLA ESTADUAL GODOFREDO CACHO;2401859;Caiçara do Norte;24;RN;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;6;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;3,1000000000000005;4,3
24026050;ESCOLA MUNICIPAL MAE DE LOURDES;2401859;Caiçara do Norte;24;RN;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;1,0;;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
24026042;ESCOLA MUNICIPAL PROFESSORA MARIA SEVERINA DOS SANTOS;2401859;Caiçara do Norte;24;RN;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;1,0;;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
24026077;ESCOLA MUNICIPAL EMMANOEL BEZERRA DOS SANTOS;2401859;Caiçara do Norte;24;RN;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;7;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;4;;1,0;;1,0;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;3,3999999999999995;
24026069;ESCOLA MUNICIPAL PROFESSOR CAZUZA;2401859;Caiçara do Norte;24;RN;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;8;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;;3,1
29298458;ESCOLA MUNICIPAL EDGARD SANTOS;2911006;Floresta Azul;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;;
29298571;ESCOLA MUNICIPAL JOSE JOAQUIM JENIER;2911006;Floresta Azul;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;4;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;3,9;
29298156;EDUCANDARIO SILVEIRA;2911006;Floresta Azul;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;8;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
29298130;COL EDUC DE FLORESTA AZUL;2911006;Floresta Azul;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;8;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;;;;;4,6;
29298580;GRUPO ESCOLAR MARIA OLIVEIRA GUEDES;2911006;Floresta Azul;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
29298210;ESCOLA FRED GEDEON EX STA HELENA;2911006;Floresta Azul;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;;1,0;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
29298555;GRUPO ESCOLAR JOAO ALVES DE MACEDO;2911006;Floresta Azul;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;3;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;;3,9
29298636;PREDIO ESCOLAR GUILHERMINA CAFE;2911006;Floresta Azul;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;;1,0;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
29351855;ESCOLA MUNICIPAL ANA TAVARES DE MENEZES;2911006;Floresta Azul;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;;4,6
29298512;ESCOLA MUNICIPAL DOLORES CERVINO MACEDO;2911006;Floresta Azul;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;;;;;;
29298601;GRUPO ESCOLAR PEDRO ALVES DE MATOS;2911006;Floresta Azul;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;2;;1,0;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
29448956;CENTRO EDUCATIVO LUZ E SABER;2911006;Floresta Azul;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;4;;1,0;1,0;;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;
29298563;GRUPO ESCOLAR JOSE DA SILVA CARDOSO;2911006;Floresta Azul;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;;1,0;1,0;;1,0;;;1,0;;1,0;8;;1,0;;1,0;1,0;;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;6;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;4,4
29298415;ESCOLA MUNICIPAL VILA RICA;2911006;Floresta Azul;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1;;1,0;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
29298229;ESCOLA FURTUNATO WENCESLAU DOS SANTOS;2911006;Floresta Azul;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;2;;1,0;1,0;;1,0;;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;1,0;;1,0;;1,0;;1,0;;1,0;;;;;;;
29130646;ESCOLA MUNICIPAL DE PAIAIA;2922904;Nova Soure;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;4;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;4,2
29375754;ESCOLA MUNICIPAL JOAO CARNEIRO DA CRUZ;2922904;Nova Soure;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;6;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;4,2
29131170;ESCOLA MUNICIPAL PINGO DE GENTE;2922904;Nova Soure;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;17;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;
29131081;ESCOLA PROF ROMULO GALVAO DE CARVALHO;2922904;Nova Soure;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;1,0;;;1,0;4;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;5,0
29130875;ESCOLA MUNICIPAL JOAO DOMINGOS FILHO;2922904;Nova Soure;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;4;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;4,0
29130654;ESCOLA MUNICIPAL PADRE OTAVIO GONCALVES DA SILVA;2922904;Nova Soure;29;BA;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;5;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;4,4;
29474744;INSTITUTO DE EDUCACAO EMILIA FERREIRO;2922904;Nova Soure;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;6;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;1,0;;;1,0;1,0;;1,0;;;1,0;;1,0;;;;;;
29131154;ESCOLA MUNICIPAL D PEDRO II;2922904;Nova Soure;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;3;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;;1,0;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;4,2
29130590;CENTRO EDUCACIONAL PROF MARIA FERREIRA DA SILVA;2922904;Nova Soure;29;BA;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;;1,0;1,0;;1,0;;14;;1,0;;1,0;;1,0;;1,0;;;1,0;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;2,9;
29131090;ESCOLA RUI BACELAR;2922904;Nova Soure;29;BA;;1,0;1,0;;;1,0;1,0;;1,0;;1,0;;;1,0;;1,0;1,0;;1,0;;1,0;;1,0;;4;;1,0;;1,0;;1,0;1,0;;;1,0;;;1,0;;1,0;;;;1,0;;0;;1,0;;1,0;1,0;;;1,0;;1,0;1,0;;1,0;;;1,0;;
29130859;ESCOLA MUNICIPAL JOANA ANGELICA;2922904;Nova Soure;29;BA;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;3;;1,0;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;1,0;;;1,0;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;;4,3
29131162;ESCOLA MUNICIPAL DULCIDETE MENDES;2922904;Nova Soure;29;BA;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;1,0;;1,0;;4;1,0;;;1,0;;1,0;1,0;;;;1,0;;1,0;;1,0;;;;1,0;;0;1,0;;;1,0;1,0;;1,0;;;1,0;1,0;;1,0;;1,0;;2,5;
